Reaction,Potential,Symbol,Name,Atomic_Number,Atomic_Mass,Atomic_radius,Covalent_radius,Electrons,Electron_affinity,Period,group,group_name,Electron,environments_ox,environments_red
Re+ + 2e- → Re-,-0.23,Re,Rhenium,75,186.207,135.0,131.0,75,0.15,6,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",2,0,0
Re3+ + e- → Re2+,-0.23,Re,Rhenium,75,186.207,135.0,131.0,75,0.15,6,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",1,0,0
Re + e- → Re-,-0.136,Re,Rhenium,75,186.207,135.0,131.0,75,0.15,6,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",1,0,0
Re2+ + e- → Re+,0.02,Re,Rhenium,75,186.207,135.0,131.0,75,0.15,6,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",1,0,0
ReO2 + 4H+ + e- → Re3+ + 2H2O,0.157,Re,Rhenium,75,186.207,135.0,131.0,75,0.15,6,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",1,-1,0
ReO4- + 8H+ + 6Cl- + 3e- → [ReCl6]2- + 4H2O,0.19,Re,Rhenium,75,186.207,135.0,131.0,75,0.15,6,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",3,-1,0
ReO2 + 4H+ + 4e- → Re + 2H2O,0.25,Re,Rhenium,75,186.207,135.0,131.0,75,0.15,6,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",4,-1,0
Re3+ + 3e- → Re,0.3,Re,Rhenium,75,186.207,135.0,131.0,75,0.15,6,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",3,0,0
ReO4- + 8H+ + 7e- → Re + 4H2O,0.37,Re,Rhenium,75,186.207,135.0,131.0,75,0.15,6,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",7,-1,0
ReO3 + 2H+ + 2e- → ReO2 + H2O,0.4,Re,Rhenium,75,186.207,135.0,131.0,75,0.15,6,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",2,-1,0
ReO4- + 8H+ + 4e- → Re3+ + 4H2O,0.422,Re,Rhenium,75,186.207,135.0,131.0,75,0.15,6,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",4,-1,0
[ReCl6]2- + 4e- → Re + 6Cl-,0.5,Re,Rhenium,75,186.207,135.0,131.0,75,0.15,6,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",4,0,0
ReO4- + 4H+ + 3e- → ReO2 + 2H2O,0.51,Re,Rhenium,75,186.207,135.0,131.0,75,0.15,6,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",3,-1,0
ReO4- + 2H+ + e- → ReO3 + 2H2O,0.77,Re,Rhenium,75,186.207,135.0,131.0,75,0.15,6,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",1,-1,0
ReO42- + 8H+ + 3e- → Re3+ + 4H2O,0.795,Re,Rhenium,75,186.207,135.0,131.0,75,0.15,6,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",3,-1,0
[RhCl6]3- + 3e- → Rh + 6Cl-,0.44,Rh,Rhodium,45,102.9055,135.0,125.0,45,1.137,5,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",3,0,0
Rh3+ + 3e- → Rh,0.8,Rh,Rhodium,45,102.9055,135.0,125.0,45,1.137,5,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",3,0,0
Rh2O3 + 6H+ + 6e- → 2Rh + 3H2O,0.87,Rh,Rhodium,45,102.9055,135.0,125.0,45,1.137,5,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",6,-1,0
RhO2+ + 2H+ + e- → Rh3+ + H2O,1.4,Rh,Rhodium,45,102.9055,135.0,125.0,45,1.137,5,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",1,-1,0
RhO2 + 4H+ + 6Cl- + e- → [RhCl6]3- + 2H2O,1.4,Rh,Rhodium,45,102.9055,135.0,125.0,45,1.137,5,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",1,-1,0
RhO42- + 6H+ + 2e- → RhO2+ + 3H2O,1.46,Rh,Rhodium,45,102.9055,135.0,125.0,45,1.137,5,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",2,-1,0
[Ru(NH3)6]3+ + e- → [Ru(NH3)6]2+,0.214,Ru,Ruthenium,44,101.07,130.0,125.0,44,1.05,5,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",1,0,0
Ru3+ + e- → Ru2+,0.249,Ru,Ruthenium,44,101.07,130.0,125.0,44,1.05,5,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",1,0,0
[RuCl5]- + 2e- → Ru2+ + 5Cl-,0.3,Ru,Ruthenium,44,101.07,130.0,125.0,44,1.05,5,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",2,0,0
Ru3+ + 3e- → Ru,0.38,Ru,Ruthenium,44,101.07,130.0,125.0,44,1.05,5,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",3,0,0
Ru2+ + 2e- → Ru,0.45,Ru,Ruthenium,44,101.07,130.0,125.0,44,1.05,5,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",2,0,0
RuO4- + e- → RuO42-,0.6,Ru,Ruthenium,44,101.07,130.0,125.0,44,1.05,5,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",1,0,0
RuCl3 + 3e- → Ru + 3Cl-,0.68,Ru,Ruthenium,44,101.07,130.0,125.0,44,1.05,5,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",3,0,0
RuO2 + 4H+ + 4e- → Ru + 2H2O,0.79,Ru,Ruthenium,44,101.07,130.0,125.0,44,1.05,5,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",4,-1,0
RuO4 + e- → RuO4-,1.0,Ru,Ruthenium,44,101.07,130.0,125.0,44,1.05,5,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",1,0,0
[RuCl5OH]2- + H+ + e- → [RuCl5]2- + H2O,1.3,Ru,Ruthenium,44,101.07,130.0,125.0,44,1.05,5,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",1,-1,0
2SO32- + 2H2O + 2e- → S2O42- + 4OH-,-1.12,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,0,1
SO42- + H2O + 2e- → SO32- + 2OH-,-0.93,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,0,1
2SO42- + 5H2O + 8e- → S2O32- + 10OH-,-0.76,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",8,0,1
SO42- + 4H2O + 6e- → S + 8OH-,-0.75,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",6,0,1
SO32- + 3H2O + 4e- → S + 6OH-,-0.66,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",4,0,1
2SO32- + 3H2O + 4e- → S2O32- + 6OH-,-0.58,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",4,0,1
S22- + 2e- → 2S2-,-0.524,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,0,0
S + 2e- → S2-,-0.48,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,0,0
2S + 2e- → S22-,-0.476,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,0,0
5S + 2e- → S52-,-0.34,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,0,0
2H2SO3 + H+ + 2e- → HS2O4- + 2H2O,-0.08,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,-1,0
S + H+ + 2e- → HS-,-0.065,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,-1,0
S2O32- + 6H+ + 8e- → 2S2- + 3H2O,-0.006,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",8,-1,0
S4O62- + 2e- → 2S2O32-,0.09,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,0,0
SO42- + 8H+ + 8e- → S2- + 4H2O,0.149,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",8,-1,0
S + 2H+ + 2e- → H2S,0.17,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,-1,0
SO42- + 4H+ + 2e- → H2SO3 + H2O,0.17,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,-1,0
SO32- + 6H+ + 6e- → S2- + 3H2O,0.231,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",6,-1,0
2SO42- + 10H+ + 8e- → S2O32- + 5H2O,0.29,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",8,-1,0
SO42- + 10H+ + 8e- → H2S + 4H2O,0.311,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",8,-1,0
SO42- + 8H+ + 6e- → S + 4H2O,0.357,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",6,-1,0
2H2SO3 + 2H+ + 4e- → S2O32- + 3H2O,0.4,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",4,-1,0
H2SO3 + 4H+ + 4e- → S + 3H2O,0.449,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",4,-1,0
S2O32- + 6H+ + 4e- → 2S + 3H2O,0.5,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",4,-1,0
2SO32- + 6H+ + 4e- → S2O32- + 3H2O,0.705,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",4,-1,0
(SCN)2 + 2e- → 2SCN-,0.77,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,0,0
S2O82- + 2e- → 2SO42-,2.01,S,Sulfur,16,32.06,100.0,103.0,16,2.07710403,3,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,0,0
SbO2- + 2H2O + 3e- → Sb + 4OH-,-0.675,Sb,Antimony,51,121.76,145.0,140.0,51,1.046,5,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",3,0,1
Sb + 3H+ + 3e- → SbH3,-0.51,Sb,Antimony,51,121.76,145.0,140.0,51,1.046,5,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",3,-1,0
SbO3- + H2O + 2e- → SbO2- + 2OH-,-0.43,Sb,Antimony,51,121.76,145.0,140.0,51,1.046,5,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",2,0,1
Sb2O3 + 6H+ + 6e- → 2Sb + 3H2O,0.152,Sb,Antimony,51,121.76,145.0,140.0,51,1.046,5,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",6,-1,0
Sb3+ + 3e- → Sb,0.2,Sb,Antimony,51,121.76,145.0,140.0,51,1.046,5,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",3,0,0
SbO+ + 2H+ + 3e- → Sb + H2O,0.212,Sb,Antimony,51,121.76,145.0,140.0,51,1.046,5,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",3,-1,0
SbO3- + 2H+ + 3e- → SbO2- + H2O,0.363,Sb,Antimony,51,121.76,145.0,140.0,51,1.046,5,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",3,-1,0
SbO2- + 4H+ + 3e- → Sb + 2H2O,0.446,Sb,Antimony,51,121.76,145.0,140.0,51,1.046,5,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",3,-1,0
Sb2O5 + 6H+ + 4e- → 2SbO+ + 3H2O,0.58,Sb,Antimony,51,121.76,145.0,140.0,51,1.046,5,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",4,-1,0
Sb2O5 + 4H+ + 4e- → Sb2O3 + 2H2O,0.671,Sb,Antimony,51,121.76,145.0,140.0,51,1.046,5,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",4,-1,0
Sb2O4 + 4H+ + 2e- → 2SbO+ + 2H2O,0.68,Sb,Antimony,51,121.76,145.0,140.0,51,1.046,5,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",2,-1,0
Sc3+ + 3e- → Sc,-2.077,Sc,Scandium,21,44.955908,160.0,148.0,21,0.188,4,"<Group(symbol=IIIB, name=)>","<Group(symbol=IIIB, name=)>",3,0,0
Se + 2e- → Se2-,-0.92,Se,Selenium,34,78.971,115.0,116.0,34,2.02067,4,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,0,0
Se + 2H+ + 2e- → H2Se,-0.4,Se,Selenium,34,78.971,115.0,116.0,34,2.02067,4,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,-1,0
SeO32- + 3H2O + 4e- → Se + 6OH-,-0.366,Se,Selenium,34,78.971,115.0,116.0,34,2.02067,4,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",4,0,1
SeO42- + H2O + 2e- → SeO32- + 2OH-,0.05,Se,Selenium,34,78.971,115.0,116.0,34,2.02067,4,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,0,1
H2SeO3 + 4H+ + 4e- → Se + 3H2O,0.741,Se,Selenium,34,78.971,115.0,116.0,34,2.02067,4,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",4,-1,0
SeO42- + 4H+ + 2e- → H2SeO3 + H2O,1.15,Se,Selenium,34,78.971,115.0,116.0,34,2.02067,4,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,-1,0
SiO32- + 3H2O + 4e- → Si + 6OH-,-1.7,Si,Silicon,14,28.085,110.0,116.0,14,1.3895211,3,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",4,0,1
[SiF6]2- + 4e- → Si + 6F-,-1.2,Si,Silicon,14,28.085,110.0,116.0,14,1.3895211,3,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",4,0,0
SiO2 + 4H+ + 4e- → Si + 2H2O,-0.857,Si,Silicon,14,28.085,110.0,116.0,14,1.3895211,3,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",4,-1,0
H2SiO3(aq) + 4H+ + 4e- → Si + 3H2O,-0.84,Si,Silicon,14,28.085,110.0,116.0,14,1.3895211,3,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",4,-1,0
Si + 4H2O + 4e- → SiH4 + 4OH-,-0.73,Si,Silicon,14,28.085,110.0,116.0,14,1.3895211,3,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",4,0,1
SiO32- + 6H+ + 4e- → Si + 3H2O,-0.455,Si,Silicon,14,28.085,110.0,116.0,14,1.3895211,3,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",4,-1,0
Si + 4H+ + 4e- → SiH4,0.102,Si,Silicon,14,28.085,110.0,116.0,14,1.3895211,3,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",4,-1,0
Sm3+ + 3e- → Sm,-2.41,Sm,Samarium,62,150.36,185.0,172.0,62,,6,,,3,0,0
[Sn(OH)6]2- + 2e- → HSnO2- + 3OH- + H2O,-0.93,Sn,Tin,50,118.71,145.0,140.0,50,1.112067,5,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",2,0,1
HSnO2- + H2O + 2e- → Sn + 3OH-,-0.91,Sn,Tin,50,118.71,145.0,140.0,50,1.112067,5,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",2,0,1
SnS + 2e- → Sn + S2-,-0.87,Sn,Tin,50,118.71,145.0,140.0,50,1.112067,5,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",2,0,0
[SnF6]2- + 4e- → Sn + 6F-,-0.25,Sn,Tin,50,118.71,145.0,140.0,50,1.112067,5,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",4,0,0
[SnCl4]2- + 2e- → Sn + 4Cl-,-0.19,Sn,Tin,50,118.71,145.0,140.0,50,1.112067,5,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",2,0,0
Sn2+ + 2e- → Sn,-0.136,Sn,Tin,50,118.71,145.0,140.0,50,1.112067,5,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",2,0,0
SnO2 + 2H+ + 2e- → SnO + H2O,-0.108,Sn,Tin,50,118.71,145.0,140.0,50,1.112067,5,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",2,-1,0
SnO2 + 4H+ + 4e- → Sn + 2H2O,-0.106,Sn,Tin,50,118.71,145.0,140.0,50,1.112067,5,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",4,-1,0
SnO + 2H+ + 2e- → Sn + H2O,-0.104,Sn,Tin,50,118.71,145.0,140.0,50,1.112067,5,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",2,-1,0
Sn(OH)2 + 2H+ + 2e- → Sn + 2H2O,-0.091,Sn,Tin,50,118.71,145.0,140.0,50,1.112067,5,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",2,-1,0
Sn4+ + 4e- → Sn,0.01,Sn,Tin,50,118.71,145.0,140.0,50,1.112067,5,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",4,0,0
Sn4+ + 2e- → Sn2+,0.151,Sn,Tin,50,118.71,145.0,140.0,50,1.112067,5,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",2,0,0
Sr2+ + 2e- → Sr,-2.888,Sr,Strontium,38,87.62,200.0,185.0,38,0.048,5,"<Group(symbol=IIA, name=Alkaline earths)>","<Group(symbol=IIA, name=Alkaline earths)>",2,0,0
Ta2O5 + 10H+ + 10e- → 2Ta + 5H2O,-0.81,Ta,Tantalum,73,180.94788,145.0,146.0,73,0.322,6,"<Group(symbol=VB, name=)>","<Group(symbol=VB, name=)>",10,-1,0
Ta5+ + 5e- → Ta,-0.81,Ta,Tantalum,73,180.94788,145.0,146.0,73,0.322,6,"<Group(symbol=VB, name=)>","<Group(symbol=VB, name=)>",5,0,0
Tb3+ + 3e- → Tb,-2.391,Tb,Terbium,65,158.92535,175.0,168.0,65,1.165,6,,,3,0,0
TcO2 + 4H+ + 2e- → Tc2+ + 2H2O,0.144,Tc,Technetium,43,97.90721,135.0,128.0,43,0.55,5,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",2,-1,0
TcO2 + 4H+ + 4e- → Tc + 2H2O,0.272,Tc,Technetium,43,97.90721,135.0,128.0,43,0.55,5,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",4,-1,0
Tc2+ + 2e- → Tc,0.4,Tc,Technetium,43,97.90721,135.0,128.0,43,0.55,5,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",2,0,0
TcO4- + 8H+ + 5e- → Tc2+ + 4H2O,0.5,Tc,Technetium,43,97.90721,135.0,128.0,43,0.55,5,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",5,-1,0
TcO4- + 2H+ + e- → TcO3 + H2O,0.7,Tc,Technetium,43,97.90721,135.0,128.0,43,0.55,5,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",1,-1,0
TcO3 + 2H+ + 2e- → TcO2 + H2O,0.757,Tc,Technetium,43,97.90721,135.0,128.0,43,0.55,5,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",2,-1,0
Te + 2e- → Te2-,-1.14,Te,Tellurium,52,127.6,140.0,136.0,52,1.970876,5,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,0,0
Te + 2H+ + 2e- → H2Te,-0.72,Te,Tellurium,52,127.6,140.0,136.0,52,1.970876,5,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,-1,0
TeO32- + 3H2O + 4e- → Te + 6OH-,-0.57,Te,Tellurium,52,127.6,140.0,136.0,52,1.970876,5,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",4,0,1
TeO42- + H2O + 2e- → TeO32- + 2OH-,0.4,Te,Tellurium,52,127.6,140.0,136.0,52,1.970876,5,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,0,1
TeO2 + 4H+ + 4e- → Te + 2H2O,0.529,Te,Tellurium,52,127.6,140.0,136.0,52,1.970876,5,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",4,-1,0
[TeCl6]2- + 4e- → Te + 6Cl-,0.65,Te,Tellurium,52,127.6,140.0,136.0,52,1.970876,5,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",4,0,0
TeO42- + 2H+ + 2e- → TeO32- + H2O,0.892,Te,Tellurium,52,127.6,140.0,136.0,52,1.970876,5,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,-1,0
H6TeO6 + 2H+ + 2e- → TeO2 + 4H2O,1.02,Te,Tellurium,52,127.6,140.0,136.0,52,1.970876,5,"<Group(symbol=VIA, name=Chalcogens)>","<Group(symbol=VIA, name=Chalcogens)>",2,-1,0
Th(OH)4 + 4e- → Th + 4OH-,-2.48,Th,Thorium,90,232.0377,180.0,175.0,90,,7,,,4,0,1
Th4+ + e- → Th3+,-2.4,Th,Thorium,90,232.0377,180.0,175.0,90,,7,,,1,0,0
Th4+ + 4e- → Th,-1.899,Th,Thorium,90,232.0377,180.0,175.0,90,,7,,,4,0,0
ThO2 + 4H+ + 4e- → Th + H2O,-1.789,Th,Thorium,90,232.0377,180.0,175.0,90,,7,,,4,-1,0
Th3+ + 3e- → Th,-1.73,Th,Thorium,90,232.0377,180.0,175.0,90,,7,,,3,0,0
Ti2+ + 2e- → Ti,-1.63,Ti,Titanium,22,47.867,140.0,136.0,22,0.079,4,"<Group(symbol=IVB, name=)>","<Group(symbol=IVB, name=)>",2,0,0
TiO2 + 2H+ + 2e- → Ti + H2O,-1.306,Ti,Titanium,22,47.867,140.0,136.0,22,0.079,4,"<Group(symbol=IVB, name=)>","<Group(symbol=IVB, name=)>",2,-1,0
[TiF6]2- + 4e- → Ti + 6F-,-1.19,Ti,Titanium,22,47.867,140.0,136.0,22,0.079,4,"<Group(symbol=IVB, name=)>","<Group(symbol=IVB, name=)>",4,0,0
Ti4+ + 4e- → Ti,-0.88,Ti,Titanium,22,47.867,140.0,136.0,22,0.079,4,"<Group(symbol=IVB, name=)>","<Group(symbol=IVB, name=)>",4,0,0
TiO2+ + 2H+ + 4e- → Ti + H2O,-0.88,Ti,Titanium,22,47.867,140.0,136.0,22,0.079,4,"<Group(symbol=IVB, name=)>","<Group(symbol=IVB, name=)>",4,-1,0
TiO2 + 4H+ + 4e- → Ti + 2H2O,-0.86,Ti,Titanium,22,47.867,140.0,136.0,22,0.079,4,"<Group(symbol=IVB, name=)>","<Group(symbol=IVB, name=)>",4,-1,0
TiO2 + 4H+ + e- → Ti3+ + 2H2O,-0.666,Ti,Titanium,22,47.867,140.0,136.0,22,0.079,4,"<Group(symbol=IVB, name=)>","<Group(symbol=IVB, name=)>",1,-1,0
TiO2 + 4H+ + 2e- → Ti2+ + 2H2O,-0.502,Ti,Titanium,22,47.867,140.0,136.0,22,0.079,4,"<Group(symbol=IVB, name=)>","<Group(symbol=IVB, name=)>",2,-1,0
Ti3+ + e- → Ti2+,-0.368,Ti,Titanium,22,47.867,140.0,136.0,22,0.079,4,"<Group(symbol=IVB, name=)>","<Group(symbol=IVB, name=)>",1,0,0
TiO2+ + 2H+ + 2e- → Ti2+ + H2O,-0.135,Ti,Titanium,22,47.867,140.0,136.0,22,0.079,4,"<Group(symbol=IVB, name=)>","<Group(symbol=IVB, name=)>",2,-1,0
Ti4+ + e- → Ti3+,0.092,Ti,Titanium,22,47.867,140.0,136.0,22,0.079,4,"<Group(symbol=IVB, name=)>","<Group(symbol=IVB, name=)>",1,0,0
